fascicule,article_id,title,tokens_prompt,tokens_iptc,tokens_article,tokens_total,cout_prompt_sans_cache,cout_prompt_avec_cache,cout_iptc_sans_cache,cout_iptc_avec_cache,cout_article,cout_completion_min,cout_completion,cout_completion_max,cout_total_sans_cache_min,cout_total_sans_cache,cout_total_sans_cache_max,cout_total_avec_cache_min,cout_total_avec_cache,cout_total_avec_cache_max
4109000,DIV.35,DIV.35,135,8775,32,8942,6.8e-05,3.4e-05,0.004387,0.0022,1.6e-05,2.3e-05,4.7e-05,8.2e-05,0.004494,0.004517,0.004554,0.002272,0.002296,0.002332
4109000,DIV.41,Les Sons-Secrétaires d'Etat,135,8775,77,8987,6.8e-05,3.4e-05,0.004387,0.0022,3.9e-05,2.3e-05,4.7e-05,8.2e-05,0.004516,0.00454,0.004576,0.002295,0.002319,0.002355
4109000,DIV.52,"Bulletin Politique : Toulouse, le 30 Décembre",135,8775,960,9870,6.8e-05,3.4e-05,0.004387,0.0022,0.00048,2.3e-05,4.7e-05,8.2e-05,0.004958,0.004981,0.005018,0.002736,0.00276,0.002796
4109000,DIV.81,Informations,135,8775,480,9390,6.8e-05,3.4e-05,0.004387,0.0022,0.00024,2.3e-05,4.7e-05,8.2e-05,0.004717,0.004741,0.004777,0.002496,0.00252,0.002556
4109000,DIV.97,Les Avantages de la République,135,8775,925,9835,6.8e-05,3.4e-05,0.004387,0.0022,0.000463,2.3e-05,4.7e-05,8.2e-05,0.00494,0.004964,0.005,0.002719,0.002743,0.002779
4109000,DIV.110,UN SCANDALE,135,8775,84,8994,6.8e-05,3.4e-05,0.004387,0.0022,4.2e-05,2.3e-05,4.7e-05,8.2e-05,0.00452,0.004543,0.00458,0.002298,0.002322,0.002358
4109000,DIV.115,PATRIOTISME DES BONAPARTISTES,135,8775,161,9071,6.8e-05,3.4e-05,0.004387,0.0022,8.1e-05,2.3e-05,4.7e-05,8.2e-05,0.004558,0.004582,0.004618,0.002337,0.002361,0.002397
4109000,DIV.126,A Paris,135,8775,182,9092,6.8e-05,3.4e-05,0.004387,0.0022,9.1e-05,2.3e-05,4.7e-05,8.2e-05,0.004568,0.004592,0.004628,0.002347,0.002371,0.002407
4109000,DIV.133,En Province,135,8775,576,9486,6.8e-05,3.4e-05,0.004387,0.0022,0.000288,2.3e-05,4.7e-05,8.2e-05,0.004765,0.004789,0.004825,0.002544,0.002568,0.002604
4109000,DIV.148,Étranger,135,8775,76,8986,6.8e-05,3.4e-05,0.004387,0.0022,3.8e-05,2.3e-05,4.7e-05,8.2e-05,0.004515,0.004539,0.004575,0.002294,0.002318,0.002354
4109000,DIV.156,NOTRE PRIME GRATUITE,135,8775,720,9630,6.8e-05,3.4e-05,0.004387,0.0022,0.00036,2.3e-05,4.7e-05,8.2e-05,0.004837,0.004861,0.004897,0.002616,0.00264,0.002676
4109000,DIV.177,L'ASSISTANCE DÉMOCRATIQUE,135,8775,1630,10540,6.8e-05,3.4e-05,0.004387,0.0022,0.000815,2.3e-05,4.7e-05,8.2e-05,0.005292,0.005316,0.005352,0.003071,0.003095,0.003131
4109000,DIV.222,GRAND THEATRE (salle du Cirque),135,8775,75,8985,6.8e-05,3.4e-05,0.004387,0.0022,3.7e-05,2.3e-05,4.7e-05,8.2e-05,0.004515,0.004539,0.004575,0.002294,0.002318,0.002354
4109000,DIV.233,THÉATRE DES VARIÉTÉS,135,8775,406,9316,6.8e-05,3.4e-05,0.004387,0.0022,0.000203,2.3e-05,4.7e-05,8.2e-05,0.00468,0.004704,0.00474,0.002459,0.002483,0.002519
4109000,DIV.249,Annonces,135,8775,87,8997,6.8e-05,3.4e-05,0.004387,0.0022,4.4e-05,2.3e-05,4.7e-05,8.2e-05,0.004521,0.004545,0.004581,0.0023,0.002324,0.00236
4109000,DIV.256,INTÉRIEUR,135,8775,689,9599,6.8e-05,3.4e-05,0.004387,0.0022,0.000345,2.3e-05,4.7e-05,8.2e-05,0.004822,0.004846,0.004882,0.002601,0.002625,0.002661
4109000,DIV.287,EXTÉRIEUR,135,8775,156,9066,6.8e-05,3.4e-05,0.004387,0.0022,7.8e-05,2.3e-05,4.7e-05,8.2e-05,0.004555,0.004579,0.004615,0.002334,0.002358,0.002394
4109000,DIV.301,LA MAISON VIDE Par JULES CLARETIE,135,8775,3367,12277,6.8e-05,3.4e-05,0.004387,0.0022,0.001684,2.3e-05,4.7e-05,8.2e-05,0.006161,0.006185,0.006221,0.00394,0.003964,0.004
4109000,DIV.357,Courrier de Paris : (Correspondance particulière de la DÉPÊCHE),135,8775,1785,10695,6.8e-05,3.4e-05,0.004387,0.0022,0.000892,2.3e-05,4.7e-05,8.2e-05,0.00537,0.005394,0.00543,0.003149,0.003173,0.003209
4109000,DIV.394,CORRESPONDANCE TÉLÉGRAPHIQUE : Service particulier de la « DÉPÊCHE »,135,8775,663,9573,6.8e-05,3.4e-05,0.004387,0.0022,0.000331,2.3e-05,4.7e-05,8.2e-05,0.004809,0.004833,0.004869,0.002588,0.002612,0.002648
4109000,DIV.422,Bourse de Toulouse du 30 Déc,135,8775,430,9340,6.8e-05,3.4e-05,0.004387,0.0022,0.000215,2.3e-05,4.7e-05,8.2e-05,0.004692,0.004716,0.004752,0.002471,0.002495,0.002531
4109000,DIV.432,BOURSE DE PARIS du 29 décembre,135,8775,699,9609,6.8e-05,3.4e-05,0.004387,0.0022,0.000349,2.3e-05,4.7e-05,8.2e-05,0.004827,0.004851,0.004887,0.002606,0.00263,0.002666
4109000,DIV.443,Annonces,135,8775,587,9497,6.8e-05,3.4e-05,0.004387,0.0022,0.000293,2.3e-05,4.7e-05,8.2e-05,0.004771,0.004795,0.004831,0.00255,0.002574,0.00261
4109000,DIV.464,DIV.464,135,8775,20,8930,6.8e-05,3.4e-05,0.004387,0.0022,1e-05,2.3e-05,4.7e-05,8.2e-05,0.004487,0.004511,0.004547,0.002266,0.00229,0.002326
4109000,DIV.469,DIV.469,135,8775,2787,11697,6.8e-05,3.4e-05,0.004387,0.0022,0.001393,2.3e-05,4.7e-05,8.2e-05,0.005871,0.005895,0.005931,0.00365,0.003674,0.00371
4109000,DIV.585,DIV.585,135,8775,484,9394,6.8e-05,3.4e-05,0.004387,0.0022,0.000242,2.3e-05,4.7e-05,8.2e-05,0.004719,0.004743,0.004779,0.002498,0.002522,0.002558
4109000,DIV.593,DIV.593,135,8775,46,8956,6.8e-05,3.4e-05,0.004387,0.0022,2.3e-05,2.3e-05,4.7e-05,8.2e-05,0.0045,0.004524,0.00456,0.002279,0.002303,0.002339
4109000,DIV.598,DIV.598,135,8775,1564,10474,6.8e-05,3.4e-05,0.004387,0.0022,0.000782,2.3e-05,4.7e-05,8.2e-05,0.005259,0.005283,0.005319,0.003038,0.003062,0.003098
4109000,DIV.634,DIV.634,135,8775,57,8967,6.8e-05,3.4e-05,0.004387,0.0022,2.9e-05,2.3e-05,4.7e-05,8.2e-05,0.004506,0.00453,0.004566,0.002285,0.002309,0.002345
4109000,DIV.639,DIV.639,135,8775,1683,10593,6.8e-05,3.4e-05,0.004387,0.0022,0.000842,2.3e-05,4.7e-05,8.2e-05,0.005319,0.005343,0.005379,0.003098,0.003122,0.003158
4109676,DIV.28,"Les Incarnations de 1 Goblet : TOULOUSE, 1er JUILLET 1882",135,8775,1136,10046,6.8e-05,3.4e-05,0.004387,0.0022,0.000568,2.3e-05,4.7e-05,8.2e-05,0.005045,0.005069,0.005105,0.002824,0.002848,0.002884
4109676,DIV.63,LA RÉFORME JUDICIAIRE,135,8775,551,9461,6.8e-05,3.4e-05,0.004387,0.0022,0.000275,2.3e-05,4.7e-05,8.2e-05,0.004753,0.004777,0.004813,0.002532,0.002556,0.002592
4109676,DIV.78,LE BUDGET DE 1883,135,8775,249,9159,6.8e-05,3.4e-05,0.004387,0.0022,0.000124,2.3e-05,4.7e-05,8.2e-05,0.004602,0.004626,0.004662,0.002381,0.002405,0.002441
4109676,DIV.89,LA RÉORGANISATION DE LA TUNISIE,135,8775,198,9108,6.8e-05,3.4e-05,0.004387,0.0022,9.9e-05,2.3e-05,4.7e-05,8.2e-05,0.004576,0.0046,0.004636,0.002355,0.002379,0.002415
4109676,DIV.97,LA TRAITE DES ESCLAVES,135,8775,145,9055,6.8e-05,3.4e-05,0.004387,0.0022,7.3e-05,2.3e-05,4.7e-05,8.2e-05,0.00455,0.004574,0.00461,0.002329,0.002353,0.002389
4109676,DIV.107,Les Bataillons scolaires,135,8775,117,9027,6.8e-05,3.4e-05,0.004387,0.0022,5.8e-05,2.3e-05,4.7e-05,8.2e-05,0.004536,0.00456,0.004596,0.002315,0.002339,0.002375
4109676,DIV.115,Arrestation d'un Employé,135,8775,87,8997,6.8e-05,3.4e-05,0.004387,0.0022,4.4e-05,2.3e-05,4.7e-05,8.2e-05,0.004521,0.004545,0.004581,0.0023,0.002324,0.00236
4109676,DIV.122,Le Rapport général du Budget,135,8775,33,8943,6.8e-05,3.4e-05,0.004387,0.0022,1.7e-05,2.3e-05,4.7e-05,8.2e-05,0.004494,0.004518,0.004554,0.002273,0.002297,0.002333
4109676,DIV.127,La Direction du « Gaulois »,135,8775,34,8944,6.8e-05,3.4e-05,0.004387,0.0022,1.7e-05,2.3e-05,4.7e-05,8.2e-05,0.004494,0.004518,0.004554,0.002273,0.002297,0.002333
4109676,DIV.132,Les Projets de Décentralisation,135,8775,85,8995,6.8e-05,3.4e-05,0.004387,0.0022,4.3e-05,2.3e-05,4.7e-05,8.2e-05,0.00452,0.004544,0.00458,0.002299,0.002323,0.002359
4109676,DIV.139,Conseil Supérieur de la Guerre,135,8775,59,8969,6.8e-05,3.4e-05,0.004387,0.0022,2.9e-05,2.3e-05,4.7e-05,8.2e-05,0.004507,0.004531,0.004567,0.002286,0.00231,0.002346
4109676,DIV.145,Mer intérieure en Tunisie,135,8775,72,8982,6.8e-05,3.4e-05,0.004387,0.0022,3.6e-05,2.3e-05,4.7e-05,8.2e-05,0.004513,0.004537,0.004573,0.002292,0.002316,0.002352
4109676,DIV.152,Circulaire du Ministre de la Justice,135,8775,71,8981,6.8e-05,3.4e-05,0.004387,0.0022,3.6e-05,2.3e-05,4.7e-05,8.2e-05,0.004513,0.004537,0.004573,0.002292,0.002316,0.002352
4109676,DIV.157,La Statue de Rabelais,135,8775,45,8955,6.8e-05,3.4e-05,0.004387,0.0022,2.3e-05,2.3e-05,4.7e-05,8.2e-05,0.0045,0.004524,0.00456,0.002279,0.002303,0.002339
4109676,DIV.162,NOUVELLES DIVERSES,135,8775,233,9143,6.8e-05,3.4e-05,0.004387,0.0022,0.000116,2.3e-05,4.7e-05,8.2e-05,0.004594,0.004618,0.004654,0.002373,0.002397,0.002433
4109676,DIV.174,LES ÉVÉNEMENTS D'ÉGYPTE,135,8775,570,9480,6.8e-05,3.4e-05,0.004387,0.0022,0.000285,2.3e-05,4.7e-05,8.2e-05,0.004762,0.004786,0.004822,0.002541,0.002565,0.002601
4109676,DIV.197,LA CONFÉRENCE,135,8775,371,9281,6.8e-05,3.4e-05,0.004387,0.0022,0.000186,2.3e-05,4.7e-05,8.2e-05,0.004663,0.004687,0.004723,0.002442,0.002466,0.002502
4109676,DIV.215,Les Journaux du Matin,135,8775,214,9124,6.8e-05,3.4e-05,0.004387,0.0022,0.000107,2.3e-05,4.7e-05,8.2e-05,0.004585,0.004608,0.004645,0.002363,0.002387,0.002423
4109676,DIV.227,Les Journaux du Soir,135,8775,374,9284,6.8e-05,3.4e-05,0.004387,0.0022,0.000187,2.3e-05,4.7e-05,8.2e-05,0.004664,0.004688,0.004724,0.002443,0.002467,0.002503
4109676,DIV.244,RUSSIE,135,8775,44,8954,6.8e-05,3.4e-05,0.004387,0.0022,2.2e-05,2.3e-05,4.7e-05,8.2e-05,0.0045,0.004523,0.00456,0.002278,0.002302,0.002338
4109676,DIV.251,ANGLETERRE,135,8775,318,9228,6.8e-05,3.4e-05,0.004387,0.0022,0.000159,2.3e-05,4.7e-05,8.2e-05,0.004636,0.00466,0.004697,0.002415,0.002439,0.002475
4109676,DIV.261,ITALIE,135,8775,120,9030,6.8e-05,3.4e-05,0.004387,0.0022,6e-05,2.3e-05,4.7e-05,8.2e-05,0.004537,0.004561,0.004598,0.002316,0.00234,0.002376
4109676,DIV.270,LES CRIMES DE L'AMOUR PAR M. L. GAGNEUR : PREMIERE PARTIE,135,8775,1492,10402,6.8e-05,3.4e-05,0.004387,0.0022,0.000746,2.3e-05,4.7e-05,8.2e-05,0.005223,0.005247,0.005284,0.003002,0.003026,0.003062
4109676,DIV.322,PETITES NOUVELLES,135,8775,847,9757,6.8e-05,3.4e-05,0.004387,0.0022,0.000423,2.3e-05,4.7e-05,8.2e-05,0.004901,0.004925,0.004961,0.00268,0.002704,0.00274
4109676,DIV.346,UNE FEMME BRULÉE VIVE,135,8775,556,9466,6.8e-05,3.4e-05,0.004387,0.0022,0.000278,2.3e-05,4.7e-05,8.2e-05,0.004755,0.004779,0.004815,0.002534,0.002558,0.002594
4109676,DIV.362,Manœuvres de la 67e Brigade.,135,8775,2863,11773,6.8e-05,3.4e-05,0.004387,0.0022,0.001432,2.3e-05,4.7e-05,8.2e-05,0.005909,0.005933,0.005969,0.003688,0.003712,0.003748
4109676,DIV.439,HAUTE-GARONNE,135,8775,59,8969,6.8e-05,3.4e-05,0.004387,0.0022,2.9e-05,2.3e-05,4.7e-05,8.2e-05,0.004507,0.004531,0.004567,0.002286,0.00231,0.002346
4109676,DIV.444,HAUTES-PYRÉNÉES,135,8775,91,9001,6.8e-05,3.4e-05,0.004387,0.0022,4.6e-05,2.3e-05,4.7e-05,8.2e-05,0.004523,0.004547,0.004583,0.002302,0.002326,0.002362
4109676,DIV.452,TARN,135,8775,183,9093,6.8e-05,3.4e-05,0.004387,0.0022,9.2e-05,2.3e-05,4.7e-05,8.2e-05,0.004569,0.004593,0.004629,0.002348,0.002372,0.002408
4109676,DIV.458,TRIBUNE DU TRAVAIL,135,8775,617,9527,6.8e-05,3.4e-05,0.004387,0.0022,0.000309,2.3e-05,4.7e-05,8.2e-05,0.004786,0.00481,0.004846,0.002565,0.002589,0.002625
4109676,DIV.482,DERNIÈRE HEURE : Service télégraphique spécial de la DÉPÊCHE.,135,8775,153,9063,6.8e-05,3.4e-05,0.004387,0.0022,7.7e-05,2.3e-05,4.7e-05,8.2e-05,0.004554,0.004578,0.004614,0.002333,0.002357,0.002393
4109676,DIV.490,Annonces,135,8775,273,9183,6.8e-05,3.4e-05,0.004387,0.0022,0.000137,2.3e-05,4.7e-05,8.2e-05,0.004614,0.004638,0.004674,0.002393,0.002417,0.002453
4109676,DIV.501,BOURSE DE TOULOUSE DU 30 JUIN,135,8775,907,9817,6.8e-05,3.4e-05,0.004387,0.0022,0.000454,2.3e-05,4.7e-05,8.2e-05,0.004931,0.004955,0.004991,0.00271,0.002734,0.00277
4109676,DIV.515,BOURSE DE PARIS Du 30 Juin,135,8775,113,9023,6.8e-05,3.4e-05,0.004387,0.0022,5.6e-05,2.3e-05,4.7e-05,8.2e-05,0.004534,0.004558,0.004594,0.002313,0.002337,0.002373
4109676,DIV.527,DIEU DISPOSE PAR ALEXANDRE DUMAS,135,8775,1447,10357,6.8e-05,3.4e-05,0.004387,0.0022,0.000723,2.3e-05,4.7e-05,8.2e-05,0.005201,0.005225,0.005261,0.00298,0.003004,0.00304
4109676,DIV.567,BULLETIN FINANCIER,135,8775,296,9206,6.8e-05,3.4e-05,0.004387,0.0022,0.000148,2.3e-05,4.7e-05,8.2e-05,0.004625,0.004649,0.004685,0.002404,0.002428,0.002464
4109676,DIV.576,MARCHE DE TOULOUSE Du 30 Juin,135,8775,957,9867,6.8e-05,3.4e-05,0.004387,0.0022,0.000478,2.3e-05,4.7e-05,8.2e-05,0.004956,0.00498,0.005016,0.002735,0.002759,0.002795
4109676,DIV.590,Annonces,135,8775,627,9537,6.8e-05,3.4e-05,0.004387,0.0022,0.000313,2.3e-05,4.7e-05,8.2e-05,0.004791,0.004815,0.004851,0.00257,0.002594,0.00263
4109676,DIV.603,Publicité,135,8775,174,9084,6.8e-05,3.4e-05,0.004387,0.0022,8.7e-05,2.3e-05,4.7e-05,8.2e-05,0.004564,0.004588,0.004625,0.002343,0.002367,0.002403
4109676,DIV.613,Annonces,135,8775,402,9312,6.8e-05,3.4e-05,0.004387,0.0022,0.000201,2.3e-05,4.7e-05,8.2e-05,0.004678,0.004702,0.004738,0.002457,0.002481,0.002517
4109676,DIV.630,SPECTACLES DU 1 JUILLET,135,8775,81,8991,6.8e-05,3.4e-05,0.004387,0.0022,4.1e-05,2.3e-05,4.7e-05,8.2e-05,0.004518,0.004542,0.004578,0.002297,0.002321,0.002357
4109676,DIV.636,Publicité,135,8775,34,8944,6.8e-05,3.4e-05,0.004387,0.0022,1.7e-05,2.3e-05,4.7e-05,8.2e-05,0.004494,0.004518,0.004554,0.002273,0.002297,0.002333
4109676,DIV.640,Publicité,135,8775,113,9023,6.8e-05,3.4e-05,0.004387,0.0022,5.6e-05,2.3e-05,4.7e-05,8.2e-05,0.004534,0.004558,0.004594,0.002313,0.002337,0.002373
4109676,DIV.647,Annonces,135,8775,340,9250,6.8e-05,3.4e-05,0.004387,0.0022,0.00017,2.3e-05,4.7e-05,8.2e-05,0.004647,0.004671,0.004707,0.002426,0.00245,0.002486
4109676,DIV.670,Publicité,135,8775,169,9079,6.8e-05,3.4e-05,0.004387,0.0022,8.4e-05,2.3e-05,4.7e-05,8.2e-05,0.004562,0.004586,0.004622,0.002341,0.002365,0.002401
4109676,DIV.681,Annonces,135,8775,174,9084,6.8e-05,3.4e-05,0.004387,0.0022,8.7e-05,2.3e-05,4.7e-05,8.2e-05,0.004564,0.004588,0.004625,0.002343,0.002367,0.002403
4109676,DIV.691,Publicité,135,8775,216,9126,6.8e-05,3.4e-05,0.004387,0.0022,0.000108,2.3e-05,4.7e-05,8.2e-05,0.004585,0.004609,0.004645,0.002364,0.002388,0.002424
4109676,DIV.701,Annonces,135,8775,304,9214,6.8e-05,3.4e-05,0.004387,0.0022,0.000152,2.3e-05,4.7e-05,8.2e-05,0.004629,0.004653,0.00469,0.002408,0.002432,0.002468
4109676,DIV.706,Publicité,135,8775,153,9063,6.8e-05,3.4e-05,0.004387,0.0022,7.7e-05,2.3e-05,4.7e-05,8.2e-05,0.004554,0.004578,0.004614,0.002333,0.002357,0.002393
4109676,DIV.717,Annonces,135,8775,48,8958,6.8e-05,3.4e-05,0.004387,0.0022,2.4e-05,2.3e-05,4.7e-05,8.2e-05,0.004501,0.004525,0.004561,0.00228,0.002304,0.00234
4109676,DIV.721,Publicité,135,8775,449,9359,6.8e-05,3.4e-05,0.004387,0.0022,0.000225,2.3e-05,4.7e-05,8.2e-05,0.004702,0.004726,0.004762,0.002481,0.002505,0.002541
4109676,DIV.738,Heures des Départs et des Arrivées des Trains des Chemins de fer du Midi et d'Orléans (Service d'été),135,8775,2254,11164,6.8e-05,3.4e-05,0.004387,0.0022,0.001127,2.3e-05,4.7e-05,8.2e-05,0.005605,0.005628,0.005665,0.003383,0.003407,0.003443
4112815,DIV.32,Annonces,135,8775,55,8965,6.8e-05,3.4e-05,0.004387,0.0022,2.8e-05,2.3e-05,4.7e-05,8.2e-05,0.004505,0.004529,0.004565,0.002284,0.002308,0.002344
4112815,DIV.41,LA JOURNÉE DE HUIT HEURES,135,8775,2256,11166,6.8e-05,3.4e-05,0.004387,0.0022,0.001128,2.3e-05,4.7e-05,8.2e-05,0.005605,0.005629,0.005665,0.003384,0.003408,0.003444
4112815,DIV.72,Annonces,135,8775,21,8931,6.8e-05,3.4e-05,0.004387,0.0022,1e-05,2.3e-05,4.7e-05,8.2e-05,0.004488,0.004512,0.004548,0.002267,0.002291,0.002327
4112815,DIV.76,Ouvriers et Capitalistes,135,8775,891,9801,6.8e-05,3.4e-05,0.004387,0.0022,0.000445,2.3e-05,4.7e-05,8.2e-05,0.004923,0.004947,0.004983,0.002702,0.002726,0.002762
4112815,DIV.93,M. CARNOT DÉCORÉ PAR LE TZAR,135,8775,870,9780,6.8e-05,3.4e-05,0.004387,0.0022,0.000435,2.3e-05,4.7e-05,8.2e-05,0.004912,0.004936,0.004972,0.002691,0.002715,0.002751
4112815,DIV.104,La Succession du prince Jérôme,135,8775,276,9186,6.8e-05,3.4e-05,0.004387,0.0022,0.000138,2.3e-05,4.7e-05,8.2e-05,0.004615,0.004639,0.004675,0.002394,0.002418,0.002454
4112815,DIV.111,LE 1er MAI,135,8775,118,9028,6.8e-05,3.4e-05,0.004387,0.0022,5.9e-05,2.3e-05,4.7e-05,8.2e-05,0.004536,0.00456,0.004596,0.002315,0.002339,0.002375
4112815,DIV.118,Les Vins platrés,135,8775,132,9042,6.8e-05,3.4e-05,0.004387,0.0022,6.6e-05,2.3e-05,4.7e-05,8.2e-05,0.004543,0.004567,0.004603,0.002322,0.002346,0.002382
4112815,DIV.124,LE VOYAGE PRÉSIDENTIEL,135,8775,181,9091,6.8e-05,3.4e-05,0.004387,0.0022,9.1e-05,2.3e-05,4.7e-05,8.2e-05,0.004568,0.004592,0.004628,0.002347,0.002371,0.002407
4112815,DIV.132,CONGRÈS INTERNATIONAL DES MINEURS,135,8775,1085,9995,6.8e-05,3.4e-05,0.004387,0.0022,0.000543,2.3e-05,4.7e-05,8.2e-05,0.00502,0.005044,0.00508,0.002799,0.002823,0.002859
4112815,DIV.156,Le Transport l' « Annamite»,135,8775,137,9047,6.8e-05,3.4e-05,0.004387,0.0022,6.8e-05,2.3e-05,4.7e-05,8.2e-05,0.004546,0.00457,0.004606,0.002325,0.002349,0.002385
4112815,DIV.162,Le Tzarewitch à Saïgon,135,8775,79,8989,6.8e-05,3.4e-05,0.004387,0.0022,3.9e-05,2.3e-05,4.7e-05,8.2e-05,0.004517,0.004541,0.004577,0.002296,0.00232,0.002356
4112815,DIV.170,L'Assassinat du ministre Beltcheff,135,8775,263,9173,6.8e-05,3.4e-05,0.004387,0.0022,0.000131,2.3e-05,4.7e-05,8.2e-05,0.004609,0.004633,0.004669,0.002388,0.002412,0.002448
4112815,DIV.180,LES GRÈVES,135,8775,408,9318,6.8e-05,3.4e-05,0.004387,0.0022,0.000204,2.3e-05,4.7e-05,8.2e-05,0.004681,0.004705,0.004742,0.00246,0.002484,0.00252
4112815,DIV.196,LA NEIGE,135,8775,38,8948,6.8e-05,3.4e-05,0.004387,0.0022,1.9e-05,2.3e-05,4.7e-05,8.2e-05,0.004496,0.00452,0.004556,0.002275,0.002299,0.002335
4112815,DIV.205,Forêts incendiées,135,8775,67,8977,6.8e-05,3.4e-05,0.004387,0.0022,3.4e-05,2.3e-05,4.7e-05,8.2e-05,0.004511,0.004535,0.004571,0.00229,0.002314,0.00235
4112815,DIV.211,L'Influenza,135,8775,69,8979,6.8e-05,3.4e-05,0.004387,0.0022,3.4e-05,2.3e-05,4.7e-05,8.2e-05,0.004512,0.004536,0.004572,0.002291,0.002315,0.002351
4112815,DIV.217,Broyés par un train,135,8775,86,8996,6.8e-05,3.4e-05,0.004387,0.0022,4.3e-05,2.3e-05,4.7e-05,8.2e-05,0.00452,0.004544,0.00458,0.002299,0.002323,0.002359
4112815,DIV.223,Terrible incendie,135,8775,78,8988,6.8e-05,3.4e-05,0.004387,0.0022,3.9e-05,2.3e-05,4.7e-05,8.2e-05,0.004516,0.00454,0.004576,0.002295,0.002319,0.002355
4112815,DIV.230,Un Crime,135,8775,122,9032,6.8e-05,3.4e-05,0.004387,0.0022,6.1e-05,2.3e-05,4.7e-05,8.2e-05,0.004538,0.004562,0.004599,0.002317,0.002341,0.002377
4112815,DIV.239,Petites Nouvelles,135,8775,511,9421,6.8e-05,3.4e-05,0.004387,0.0022,0.000255,2.3e-05,4.7e-05,8.2e-05,0.004733,0.004757,0.004793,0.002512,0.002536,0.002572
4112815,DIV.253,BELGIQUE,135,8775,337,9247,6.8e-05,3.4e-05,0.004387,0.0022,0.000169,2.3e-05,4.7e-05,8.2e-05,0.004646,0.00467,0.004706,0.002425,0.002449,0.002485
4112815,DIV.263,ITALIE,135,8775,169,9079,6.8e-05,3.4e-05,0.004387,0.0022,8.4e-05,2.3e-05,4.7e-05,8.2e-05,0.004562,0.004586,0.004622,0.002341,0.002365,0.002401
4112815,DIV.274,INDES ANGLAISES,135,8775,166,9076,6.8e-05,3.4e-05,0.004387,0.0022,8.3e-05,2.3e-05,4.7e-05,8.2e-05,0.00456,0.004584,0.00462,0.002339,0.002363,0.002399
4112815,DIV.281,RÉPUBLIQUE ARGENTINE,135,8775,124,9034,6.8e-05,3.4e-05,0.004387,0.0022,6.2e-05,2.3e-05,4.7e-05,8.2e-05,0.00454,0.004563,0.0046,0.002318,0.002342,0.002378
4112815,DIV.288,Bulletin météorologique,135,8775,332,9242,6.8e-05,3.4e-05,0.004387,0.0022,0.000166,2.3e-05,4.7e-05,8.2e-05,0.004644,0.004667,0.004704,0.002422,0.002446,0.002482
4112815,DIV.305,LE FIACRE N° 13 : PREMIÈRE PARTIE Abel et Berthe,135,8775,4317,13227,6.8e-05,3.4e-05,0.004387,0.0022,0.002158,2.3e-05,4.7e-05,8.2e-05,0.006636,0.00666,0.006696,0.004415,0.004439,0.004475
4112815,DIV.447,LE PROCHAIN RECENSEMENT,135,8775,756,9666,6.8e-05,3.4e-05,0.004387,0.0022,0.000378,2.3e-05,4.7e-05,8.2e-05,0.004855,0.004879,0.004915,0.002634,0.002658,0.002694
4112815,DIV.473,LES CAUSSES DU QUERCY,135,8775,394,9304,6.8e-05,3.4e-05,0.004387,0.0022,0.000197,2.3e-05,4.7e-05,8.2e-05,0.004674,0.004698,0.004734,0.002453,0.002477,0.002513
4112815,DIV.485,DIV.485,135,8775,1344,10254,6.8e-05,3.4e-05,0.004387,0.0022,0.000672,2.3e-05,4.7e-05,8.2e-05,0.005149,0.005173,0.005209,0.002928,0.002952,0.002988
4112815,DIV.515,Courrier des Théâtres : « JUDAS MACHABÉE»,135,8775,1601,10511,6.8e-05,3.4e-05,0.004387,0.0022,0.0008,2.3e-05,4.7e-05,8.2e-05,0.005278,0.005302,0.005338,0.003057,0.003081,0.003117
4112815,DIV.537,Spectacles du 1er avril,135,8775,170,9080,6.8e-05,3.4e-05,0.004387,0.0022,8.5e-05,2.3e-05,4.7e-05,8.2e-05,0.004562,0.004586,0.004622,0.002341,0.002365,0.002401
4112815,DIV.549,AVEYRON,135,8775,1216,10126,6.8e-05,3.4e-05,0.004387,0.0022,0.000608,2.3e-05,4.7e-05,8.2e-05,0.005085,0.005109,0.005145,0.002864,0.002888,0.002924
4112815,DIV.574,CORRÈZE : Election de Sollhac,135,8775,1215,10125,6.8e-05,3.4e-05,0.004387,0.0022,0.000607,2.3e-05,4.7e-05,8.2e-05,0.005085,0.005109,0.005145,0.002864,0.002888,0.002924
4112815,DIV.605,LOZÈRE,135,8775,82,8992,6.8e-05,3.4e-05,0.004387,0.0022,4.1e-05,2.3e-05,4.7e-05,8.2e-05,0.004518,0.004542,0.004579,0.002297,0.002321,0.002357
4112815,DIV.611,LOT,135,8775,725,9635,6.8e-05,3.4e-05,0.004387,0.0022,0.000362,2.3e-05,4.7e-05,8.2e-05,0.00484,0.004864,0.0049,0.002619,0.002643,0.002679
4112815,DIV.626,GERS,135,8775,792,9702,6.8e-05,3.4e-05,0.004387,0.0022,0.000396,2.3e-05,4.7e-05,8.2e-05,0.004873,0.004897,0.004933,0.002652,0.002676,0.002712
4112815,DIV.647,HAUTES -PYRÉNÉES,135,8775,1111,10021,6.8e-05,3.4e-05,0.004387,0.0022,0.000556,2.3e-05,4.7e-05,8.2e-05,0.005033,0.005057,0.005093,0.002812,0.002836,0.002872
