fascicule,article_id,title,n_words,n_tokens
4604241,DIV.162,LES GRANDS RECORDS AU 31 DÉCEMBRE 1924,67,163
4604241,DIV.174,LE RECORD BATTU AVANT-HIER PAR DORET,38,96
4604241,DIV.183,"15,300 MONUMENTS AUX MORTS",152,213
4604241,DIV.189,"PELLETIER DOISY, VUILLEMIN ET DAGNEAUX VONT EMMENER PAR LES AIRS DEUX MINISTRES MM. DALADIER ET L. EYNAC AU TCHAD ET A MADAGASCAR",120,225
4604241,DIV.196,L'HOMME COUPE EN MORCEAUX,221,345
4604241,DIV.208,"LA MÈRE DE DERVAUX EST VENUE A LA BARRE LE DÉFENDRE : Me Torrès, avocat de l'inculpé, verse aux débats un étrange testament de la victime autorisant son mari à la tuer. AUJOURD'HUI : RÉQUISITOIRE PLAIDOIRIE ET VERDICT",601,940
4604241,DIV.248,LA VISITE DE M. MYRON T. HERRICK AU QUAI D'ORSAY,76,122
4604241,DIV.255,LES NÉGOCIATIONS COMMERCIALES FRANCO-ALLEMANDES,69,124
4604241,DIV.263,"A LA FRANCE M. MAKHONINE OFFRE LE DROIT D'UTILISER POUR LA DÉFENSE NATIONALE LE PROCÉDÉ DE SON INVENTION QUI SUBSTITUE A L'ESSENCE TOUTES LES HUILES LOURDES POUR MOTEURS A EXPLOSION : RESULTATS : AUGMENTATION DE RENDEMENT, SUPPRESSION DE L'ENCRASSEMENT, ECONOMIE L'ingénieur russe a été reçu hier après-midi par M. Doumergue.",575,983
4604241,DIV.295,LE DRAME APRÈS LA FÉERIE : Le veilleur de nuit du Châtelet surprend deux cambrioleurs qui dévalisaient les loges. Il fait feu sur les malfaiteurs et en blesse un.,388,628
4604241,DIV.305,UN BATEAU-LAVOIR COULÉ EN CINQ MINUTES,95,163
4604241,DIV.310,L'ORGANISATION ET LE STATUT DE L'OCCUPATION DES TERRITOIRES RHÉNANS,342,488
4604241,DIV.321,UN RAZ DE MARÉE A CASABLANCA,73,112
4604241,DIV.331,LA FLAMME DU SOUVENIR,11,19
4604241,DIV.336,CIRCULATION,10,22
4604241,DIV.341,CHAMBRE,10,19
4604241,DIV.346,SALONS ET EXPOSITIONS,18,33
4604241,DIV.356,CHASSE,12,21
4604241,DIV.361,BIENFAISANCE,17,37
4604241,DIV.366,CONFÉRENCES ET RÉUNIONS,58,105
4604241,DIV.373,T. 8. F.,805,1700
4604241,DIV.394,Publicité,27,51
4604241,DIV.401,Publicité,23,44
4604241,DIV.404,LE PROCHAIN CONSEIL DES MINISTRES,46,75
4604241,DIV.414,DIV.414,1195,1764
4604241,DIV.448,LA PIERRE DE TOUCHE Dessin de Bertram Rancer.,31,48
4604241,DIV.458,OSLO,979,1555
4604241,DIV.495,LA CURIOSITÉ : GALERIE D'ART ET EXPOSITION,26,63
4604241,DIV.501,PONT DES ARTS,212,331
4604241,DIV.520,LES COURS,31,42
4604241,DIV.525,CORPS DIPLOMATIQUE,16,36
4604241,DIV.530,DEUILS,301,477
4604241,DIV.548,BIENFAISANCE,83,137
4604241,DIV.554,L'OCCASION QU'IL NE FAUT PAS MANQUER,74,119
4604241,DIV.571,Publicité,149,268
4604241,DIV.578,Publicité,29,71
4604241,DIV.581,Publicité,15,58
4604241,DIV.588,Publicité,27,65
4604241,DIV.597,DIV.597,10,26
4604241,DIV.600,DIV.600,14,27
4604241,DIV.603,DIV.603,15,39
4604241,DIV.607,DIV.607,24,44
4604241,DIV.611,DIV.611,12,28
4604241,DIV.617,DIV.617,17,43
4604241,DIV.620,DIV.620,14,34
4604241,DIV.626,Annonces,23,50
4604241,DIV.629,Publicité,37,84
4604241,DIV.637,DIV.637,176,331
4604241,DIV.643,DIV.643,982,2188
4604241,DIV.662,DIV.662,50,125
4604241,DIV.669,A CHAMBRE A VOTÉ DEUX DOUZIÈMES PROVISOIRES NSI QUE D'IMPORTANTS CRÉDITS ADDITIONNELS,810,1324
4604241,DIV.707,LE SENAT A RATIFIÉ LA CONVENTION ENTRE L'ÉTAT ET LA BANQUE DE FRANCE,977,1400
4604241,DIV.742,Publicité,80,161
4604241,DIV.756,LA COMMISSION D'ENQUÊTE SUR LES FONDS ELECTORAUX ENTEND UN TEMOIN : C'est M. Le Poullen qui fut trésorier-adjoint de l'Union des intérêts économiques. M. Delaunay - Belleville refuse de prêter serment.,650,1051
4604241,DIV.799,INFORMATIONS PARLEMENTAIRES,80,122
4604241,DIV.805,Légion d'honneur,82,153
4604241,DIV.821,A WASHINGTON : LA DETTE FRANÇAISE AUX ÉTATS-UNIS Le cabinet américain demanderait à la France de préciser officiellement son point de vue.,326,488
4604241,DIV.838,PROJET DE REVISION DES LOIS AMÉRICAINES SUR L'IMMIGRATION,136,193
4604241,DIV.846,Le Japon et les puissances anglo-saxonnes,73,102
4604241,DIV.852,Un vapeur japonais en feu,46,79
4604241,DIV.857,L'HOMME COUPE EN MORCEAUX,191,272
4604241,DIV.863,"A ROME : LA SITUATION POLITIQUE EN ITALIE Le bruit de la démission de plusieurs ministres a couru, mais il est officiellement démenti.",328,465
4604241,DIV.881,La situation en Albanie,138,221
4604241,DIV.888,A MOSCOU : UN CONGRÈS SOVIÉTIQUE D'ORGANISATION Le sort de Trotsky fait toujours l'objet d'informations contradictoires.,466,696
4604241,DIV.910,Un commissaire de police blessé,81,132
4604241,DIV.916,L'évasion des pupilles d'Aniane,75,143
4604241,DIV.922,Fatale imprudence d'un voyageur,79,123
4604241,DIV.930,DIV.930,173,336
4604241,DIV.939,MENUS FAITS,280,496
4604241,DIV.955,DIV.955,62,110
4604241,DIV.963,SANSONNETTE par ANDRÉ REUZE,855,1326
4604241,DIV.981,LA TEMPÊTE SUR LA COTE BRETONNE,185,279
4604241,DIV.992,Publicité,216,453
4604241,DIV.1014,Publicité,17,39
4604241,DIV.1017,INFORMATIONS MARITIMES,48,138
4604241,DIV.1029,Publicité,47,121
4604241,DIV.1040,LES TRANSPORTS EN COMMUN POUR LE REVEILLON DU JOUR DE L'AN,67,112
4604241,DIV.1047,DEVIATION PAR LA GARE MONTPARNASSE DE LA LIGNE D'OMNIBUS AN,58,118
4604241,DIV.1052,Annonces,38,59
4604241,DIV.1055,Publicité,880,1784
4604241,DIV.1081,Publicité,25,86
4604241,DIV.1084,Publicité,31,86
4604241,DIV.1087,Publicité,28,77
4604241,DIV.1095,Annonces,49,102
4604241,DIV.1101,DIV.1101,12,30
4604241,DIV.1108,DIV.1108,73,136
4604241,DIV.1114,OFFRES D'EMPLOI,31,53
4604241,DIV.1119,LEÇONS,33,89
4604241,DIV.1124,LEÇONS DE DANSE,16,42
4604241,DIV.1134,HOTELS,14,43
4604241,DIV.1139,HABILLEMENT,29,74
4604241,DIV.1149,ACHATS ET VENTES,27,52
4604241,DIV.1154,LOCATIONS,47,119
4604241,DIV.1161,LOCATIONS MEUBLÉES,31,77
4604241,DIV.1167,MOBILIERS,32,81
4604241,DIV.1172,APPARTEMENTS A VENDRE,147,396
4604241,DIV.1192,VENTE ET ACHAT DE PROPRIÉTÉS,54,129
4604241,DIV.1197,MUSIQUE,65,187
4604241,DIV.1209,OCCASIONS,114,276
4604241,DIV.1220,FONDS DE COMMERCE.,19,66
4604241,DIV.1225,CHIENS,230,637
4604241,DIV.1253,CYCLES ET AUTOS,67,124
4604241,DIV.1261,RENSEIGNEMENTS,32,100
4604241,DIV.1266,DIVERS,38,98
4604241,DIV.1278,"Les PETITES ANNONCES CLASSÉES QUOTIDIENNES sont reçues : : EXCELSIOR-PUBLICITE, 11 Bd des Italiens (entrée et escalier particuliers S. N. P.) de 9 heures à 12 heures et de 14 à 18 heures. Téléphone Louvre 33-46 GUICHET DES PETITES ANNONCES CLASSEES D' « EXCELSIOR » hall du « Petit Parisien », 18, rue d'Enghien, de 9 heures à 19 heures (dimanche compris)",956,2747
4604241,DIV.1428,CHEMINS DE FER D'ALSACE ET DE LORRAINE,158,286
4604241,DIV.1438,[titre_illisible],482,739
4604241,DIV.1460,Publicité,16,46
4604241,DIV.1463,A l'Hôtel de Ville : Conseil général,226,318
4604241,DIV.1473,Prime de natalité et primes de prévoyance,133,201
4604241,DIV.1486,Annonces,23,35
4604241,DIV.1492,LE SIXIÈME TOUR DE LA COUPE DE FRANCE DE FOOTBALL,267,479
4604241,DIV.1520,DEUX TOURNOIS INTERNATIONAUX DE FOOTBALL,126,229
4604241,DIV.1531,LE MATCH DE RUGBY FRANCE-IRLANDE,279,525
4604241,DIV.1544,LE PROFESSIONNALISME EN FOOTBALL,331,485
4604241,DIV.1556,Publicité,95,209
4604241,DIV.1576,LE TOURNOI DE NOEL DE TENNIS,189,326
4604241,DIV.1590,"LE CROSS DE ""L'INTRANSIGEANT """,193,389
4604241,DIV.1600,IL N'Y AURA PAS DE SALON AUTOMOBILE EN 1925,140,219
4604241,DIV.1607,GRÈVE DU PERSONNEL DES TRAMWAYS DE LILLE-TOURCOING,57,103
4604241,DIV.1613,La publicité sourcè de revenus pour la Ville de Paris,539,633
4604241,DIV.1629,Vincennes. Résultats du 30 décembre,959,1810
4604241,DIV.1686,LES COURSES EN 1924,446,670
4604241,DIV.1698,L'ENTRAINEUR FLATMAN PERD SON PROCÈS EN APPEL CONTRE LA SOCIETE D'ENCOURAGEMENT,190,316
4604241,DIV.1710,Les palmes académiques,116,165
4604241,DIV.1720,DIV.1720,218,363
4604241,DIV.1733,DIV.1733,41,105
4604241,DIV.1737,DIV.1737,26,49
4604241,DIV.1740,DIV.1740,39,99
4604241,DIV.1751,DIV.1751,37,61
4604241,DIV.1754,DIV.1754,91,176
4604241,DIV.1761,DIV.1761,21,42
4604241,DIV.1768,DIV.1768,20,36
4604241,DIV.1771,DIV.1771,14,43
4604241,DIV.1776,DIV.1776,16,38
4604241,DIV.1779,DIV.1779,24,52
4604241,DIV.1782,DIV.1782,20,39
4604241,DIV.1788,DIV.1788,26,39
4604241,DIV.1791,DIV.1791,70,154
4604241,DIV.1798,DIV.1798,59,146
4604241,DIV.1803,DIV.1803,21,59
4604241,DIV.1809,DIV.1809,15,57
4604241,DIV.1817,DIV.1817,30,77
4604241,DIV.1825,DIV.1825,33,83
4604241,DIV.1832,DIV.1832,85,172
4604241,DIV.1844,En matinée :,175,396
4604241,DIV.1849,En soirée :,698,1795
4604241,DIV.1897,LA RÉPRESSION DE LA HAUSSE ILLICITE,187,300
4604241,DIV.1905,INCULPE DU MEURTRE DE SA FILLE SALVAT A ÉTÉ ACQUITTÉ,213,343
4604241,DIV.1915,Un Algérien meurtrier,90,156
4604241,DIV.1925,DIV.1925,46,102
4604241,DIV.1929,DIV.1929,33,73
4604241,DIV.1932,DIV.1932,20,45
4604241,DIV.1935,DIV.1935,22,68
4604241,DIV.1938,DIV.1938,37,88
4604241,DIV.1941,DIV.1941,24,57
4604241,DIV.1944,DIV.1944,52,127
4604241,DIV.1949,DIV.1949,23,59
4604241,DIV.1953,DIV.1953,12,45
4604241,DIV.1956,PETIT A PETIT LES COTES DE LA VENDÉE SONT RONGÉES PAR L'OCÉAN ATLANTIQUE,101,201
4604241,DIV.1965,LES FORTS DE LA HALLE ONT FETE HIER LE CHAMPION RIGOULOT,96,153
4604241,DIV.1974,LES TRAVAUX DU NOUVEAU MUSÉE DE LA LÉGION D'HORREUR SONT TERMINÉS,141,256
4604241,DIV.1984,DEVANT LES ASSISES DE LA SEINE,46,80
4604241,DIV.1993,LE SERMENT DES ÉLÈVES DE L'ÉCOLE D'AÉRONAUTIQUE DE BUCAREST,85,166
4604241,DIV.2001,UNE FETE A L'HOSPICE DES ENFANTS ASSISTES,64,128
4604241,DIV.2010,LA REINE D'ESPAGNE VISITE UN SANATORIUM,56,94
4604241,DIV.2019,LA TOURNÉE TRIOMPHALE DE L'EQUIPE DE RUGBY DES NÉO-ZÉLANDAIS QUE L'ON VERRA EN FRANCE,102,184
4606143,DIV.27,DES TROUPES AMÉRICAINES ONT DÉBARQUÉ EN FRANCE,119,195
4606143,DIV.38,LES PREMIERS CONTINGENTS AMÉRICAINS VIENNENT DE DEBARQUER EN FRANCE,1242,1811
4606143,DIV.89,Publicité,14,47
4606143,DIV.96,DIV.96,517,753
4606143,DIV.108,Mort du président de la Chambre belge,68,108
4606143,DIV.117,Un sous-marin britannique coule un vapeur allemand,54,87
4606143,DIV.122,M. SERGE BASSET TUÉ SUR LE FRONT : C'est le premier des correspondants de guerre français frappé dans l'exercice de son devoir professionnel.,851,1257
4606143,DIV.160,DIV.160,575,807
4606143,DIV.177,Le roi d'Espagne reçoit un leader républicain,145,207
4606143,DIV.189,Oui... quelques taxis ont roulé hier soir : Mais ce troisième bidon ?,318,461
4606143,DIV.199,Le Comité secret,104,155
4606143,DIV.206,Au Sénat,38,56
4606143,DIV.212,Pour les Éprouvés de la Guerre,464,1112
4606143,DIV.224,Annonces,39,63
4606143,DIV.231,Les manifestants ont mis Budapest en un triste état,224,318
4606143,DIV.244,"Comment, dès 1902, l'Allemagne intriguait contre les Etats-Unis",160,247
4606143,DIV.254,Après Tuan-Tchoi-Jui voici Li-King-Si,43,78
4606143,DIV.260,La Renaissance de la Grèce : M. Venizelos remet de l'ordre dans la diplomatie hellénique,501,808
4606143,DIV.291,« A la manière de Guillaume II » par M. Lloyd George,343,494
4606143,DIV.305,Front français,316,748
4606143,DIV.321,Front britannique,236,622
4606143,DIV.331,Front belge,48,68
4606143,DIV.336,Front italien,176,283
4606143,DIV.347,Front de Macédoine,27,47
4606143,DIV.353,Ce que l'on dit à l'étranger : UNE OPINION ALLEMANDE SUR LE NOUVEAU CABINET HONGROIS La Gazette de Francfort :,320,445
4606143,DIV.367,""" L'Hymalaya "" coulé dans la Méditerranée",127,202
4606143,DIV.379,Les événements de Grèce,12,17
4606143,DIV.388,Publicité,28,60
4606143,DIV.394,Bons de la Défense nationale,185,397
4606143,DIV.410,Annonces,27,36
4606143,DIV.416,CORPS DIPLOMATIQUE,62,95
4606143,DIV.422,CERCLES,30,48
4606143,DIV.427,• NAISSANCES,19,31
4606143,DIV.432,MARIAGES,172,293
4606143,DIV.445,DEUILS,347,584
4606143,DIV.460,BIENFAISANCE,89,146
4606143,DIV.466,Annonces,42,87
4606143,DIV.469,Annonces,44,57
4606143,DIV.475,DIV.475,1424,2216
4606143,DIV.537,LE PONT DES ARTS,267,405
4606143,DIV.546,JALOUSIE par Albert Guillaume,35,49
4606143,DIV.557,Histoires héroïques de mon ami Jean PAR* ABEL HERMANT,1651,2320
4606143,DIV.595,Voleuse volée,117,181
4606143,DIV.601,Publicité,19,59
4606143,DIV.612,AU CONSERVATOIRE : CONCOURS DE CHANT,488,786
4606143,DIV.624,DIV.624,130,226
4606143,DIV.632,DIV.632,303,747
4606143,DIV.663,SAMEDI 23 JUIN,94,160
4606143,DIV.669,DIMANCHE 24 JUIN,57,112
4606143,DIV.676,LUNDI 25 JUIN,61,126
4606143,DIV.683,MARDI 26 JUIN,64,117
4606143,DIV.691,MERCREDI 27 JUIN,101,180
4606143,DIV.699,JEUDI 28 JUIN,50,98
4606143,DIV.706,VENDREDI 29 JUIN,68,120
4606143,DIV.712,« On demande de jolies femmes »,268,402
4606143,DIV.724,Le repos hebdomadaire aux Halles centrales,81,115
4606143,DIV.733,DIV.733,54,114
4606143,DIV.736,DIV.736,43,91
4606143,DIV.740,DIV.740,18,37
4606143,DIV.743,DIV.743,20,34
4606143,DIV.746,DIV.746,77,126
4606143,DIV.753,DIV.753,25,45
4606143,DIV.756,DIV.756,15,30
4606143,DIV.762,DIV.762,1273,1643
4606143,DIV.784,DIV.784,38,114
4606143,DIV.788,Annonces,121,300
4606143,DIV.802,Annonces,24,55
4606143,DIV.805,Publicité,42,104
4606143,DIV.815,Publicité,49,146
4606143,DIV.818,Publicité,27,61
4606143,DIV.822,Publicité,14,50
4606143,DIV.825,Publicité,74,176
4606143,DIV.833,Publicité,44,88
4606143,DIV.836,Publicité,11,38
4606143,DIV.839,Publicité,39,106
4606143,DIV.843,Publicité,57,126
4606143,DIV.850,Publicité,38,87
4606143,DIV.854,Publicité,45,110
4606143,DIV.861,Publicité,106,284
4606143,DIV.876,Publicité,19,50
4606143,DIV.880,Publicité,11,31
4606143,DIV.890,DIV.890,11,34
4606143,DIV.898,DIV.898,13,43
4606143,DIV.905,LE GÉNÉRAL PERSHING A REÇU LES TROUPES AMÉRICAINES,118,225
4606143,DIV.917,Publicité,137,232
4606143,DIV.926,Publicité,186,338
4606143,DIV.944,Publicité,22,67
4606143,DIV.949,Publicité,40,107
4606143,DIV.962,Publicité,53,136
4606143,DIV.971,Publicité,247,447
4609982,DIV.42,Celui-ci n'a été voté à la commission des Finances que par 20 voix contre 15 les 5 communistes s'étant abstenus,439,706
4609982,DIV.68,"LE "" PLAN D'ENSEMBLE "" pour la réalisation duquel le gouvernement a demandé les pleins pouvoirs",62,124
4609982,DIV.81,LA DÉCLARATION MINISTÉRIELLE,423,592
4609982,DIV.103,DIV.103,20,32
4609982,DIV.111,INCIDENT AU SENAT : Ce n'est pas M. Blum mais M. Albert Sarraut qui a lu la déclaration ministérielle,185,299
4609982,DIV.122,DIV.122,46,104
4609982,DIV.130,AU COMITÉ de non-intervention graves objections de Rome et Berlin au projet de contrôle anglo-français sur les côtes d'Espagne de notre correspondant particulier,43,76
4609982,DIV.138,GRAVE SABOTAGE AUX USINES DE LA BETHLEEM STEEL : Les conduites d'eau détruites à la dynamite,189,319
4609982,DIV.149,Meurtrier par amour fraternel José Brovermann a comparu hier devant les jurés de la Seine,28,51
4609982,DIV.157,"Les 95 coureurs du TOUR "" s'envolent "" A 9 h. 30, ils quittent le Vésinet pour le premier but : LILLE : LES CHEFS DE FILE : G. Speicher, Paul Chocque, Archambaud : Français. Sylvère Maës et F. Vervaecke : Belges. Martano et Bartali : Italiens.",60,127
4609982,DIV.166,DIV.166,66,186
4609982,DIV.176,Fugue de lionceau,206,313
4609982,DIV.185,Les hommes préfèrent...,27,44
4609982,DIV.190,"Vendredi prochain, 2 juillet, 15 h. 30",30,63
4609982,DIV.195,Rue Saint-Honoré,30,55
4609982,DIV.200,"Louise Boulanger, 6, r. Royale",35,68
4609982,DIV.205,Freddy,17,43
4609982,DIV.210,Jérôme,19,47
4609982,DIV.216,A l'occasion de son succès,57,116
4609982,DIV.222,Inauguration à Y Exposition,104,147
4609982,DIV.229,Il u a chemises et chemises...,34,63
4609982,DIV.234,Préface au TOUT,145,237
4609982,DIV.243,LA CURIOSITE,186,362
4609982,DIV.251,HOTEL DROUOT,123,253
4609982,DIV.259,PONT DES ARTS,273,448
4609982,DIV.272,SAMEDI 3 JUILLET FÊTE DE NUIT DE LONGCHAMP,160,243
4609982,DIV.280,NOS PROBLÈMES DE MOTS CROISÉS,221,467
4609982,DIV.312,"DANS "" L'ANTICHAMBRE DU BAGNE "" (1) : ORGANISATION DE LA RÉPRESSION AU LENDEMAIN DE LA FIN DE CAYENNE POUR LES FORÇATS : La Maison Centrale, la peine sous les verrous et sans aucun espoir d'évasion POUR LES RELÉGUÉS : La prison-atelier, plus dure que la "" liberté surveillée "" mais avec espoir de grâce C'EST CE QUE DÉCLARE M. ANDRIEU Enquête de M. GABRIEL REUILLARD",1152,1797
4609982,DIV.373,DIV.373,85,148
4609982,DIV.390,DIV.390,16,34
4609982,DIV.393,DIV.393,20,50
4609982,DIV.396,DIV.396,42,82
4609982,DIV.399,DIV.399,41,83
4609982,DIV.402,L'ÉLYSÉE,109,163
4609982,DIV.409,CORPS DIPLOMATIQUE,43,79
4609982,DIV.414,CERCLES,130,252
4609982,DIV.421,RECEPTIONS,41,59
4609982,DIV.426,FIANÇAILLES,92,154
4609982,DIV.432,MARIAGES,457,772
4609982,DIV.461,DEUILS,223,407
4609982,DIV.473,"LA "" BONNE VOLONTE FRANCO-AMÉRICAINE """,178,283
4609982,DIV.488,LA FLAMME DU SOUVENIR,18,31
4609982,DIV.498,EXPOSITIONS,167,319
4609982,DIV.514,"REUNIONS, FETES ET CONFERENCES",131,245
4609982,DIV.525,BANQUETS,39,75
4609982,DIV.531,CONCERTS PUBLICS,46,91
4609982,DIV.550,DIV.550,325,474
4609982,DIV.559,LA SEANCE DE L'APRES-MIDI AU PALAIS-BOURBON,381,559
4609982,DIV.581,LE PROJET DE LOI SUR LES PLEINS POUVOIRS,337,491
4609982,DIV.597,DANS LES GROUPES AU PALAIS-BOURBON,287,391
4609982,DIV.614,L'ADOPTION DU PROJET DU GOUVERNEMENT PAR LA COMMISSION DES FINANCES,996,1450
4609982,DIV.646,LA SEANCE DE NUIT AU PALAIS-BOURBON,1016,1424
4609982,DIV.704,"LA LECTURE, AU SENAT, DE LA DECLARATION MINISTÉRIELLE",343,522
4609982,DIV.716,LA FERMETURE DE LA BOURSE HIER,304,411
4609982,DIV.735,POURPARLERS FRANCO-ANGLAIS 1 POUR LE MAINTIEN DE L'ACCORD TRIPARTITE,92,150
4609982,DIV.742,UN CENTENAIRE,44,70
4609982,DIV.750,L'ALLEMAGNE ET L'ITALIE CONTRE LE CONTROLE FRANCO-ANGLAIS EN ESPAGNE,303,448
4609982,DIV.762,"LES OPÉRATIONS MILITAIRES : Occupation de Valmaseda par les nationaux ,",65,117
4609982,DIV.769,Information parlementaire,21,31
4609982,DIV.774,Dans la banlieue parisienne un chauffeur de taxi est assassiné à son volant,211,316
4609982,DIV.785,Publicité,83,165
4609982,DIV.799,UNE AUTO RENVERSE DEUX ENFANTS,49,86
4609982,DIV.804,APRÈS VOS EXAMENS APPRENEZ LA STÉNOTYPIE GRANDJEAN,59,127
4609982,DIV.809,LA VISITE DU PRÉSIDENT DE LA RÉPUBLIQUE A ANGERS,46,84
4609982,DIV.814,Une trousse de pharmacie pour le Voyage,59,90
4609982,DIV.819,VOUS QUI MANQUEZ... DE CARACTÈRE,97,140
4609982,DIV.824,Publicité,75,194
4609982,DIV.836,Publicité,452,519
4609982,DIV.845,Publicité,28,57
4609982,DIV.853,DIV.853,752,1223
4609982,DIV.885,LE MAILLOT QUI AFFIRME LA LIGNE JUVENILE,57,104
4609982,DIV.893,MEMENTO,88,170
4609982,DIV.906,Publicité,28,74
4609982,DIV.914,PETITS CONSEILS,25,43
4609982,DIV.923,Publicité,85,160
4609982,DIV.930,Publicité,144,220
4609982,DIV.940,Publicité,20,53
4609982,DIV.944,Publicité,38,86
4609982,DIV.948,Publicité,43,100
4609982,DIV.951,Publicité,60,110
4609982,DIV.955,Publicité,51,92
4609982,DIV.959,Publicité,65,144
4609982,DIV.972,CHEMIN DE FER DU NORD,110,149
4609982,DIV.978,Publicité,248,402
4609982,DIV.988,Publicité,30,62
4609982,DIV.991,Publicité,37,86
4609982,DIV.997,Publicité,46,93
4609982,DIV.1001,Publicité,48,108
4609982,DIV.1007,Publicité,20,57
4609982,DIV.1014,LE GÉNÉRAL MITTELHAUSER EST PROMU GRAND-CROIX DE LA LÉGION D'HONNEUR : Les généraux Vuillemin et Aubé entrent au conseil supérieur de l'air,100,173
4609982,DIV.1026,LA SITUATION EXÉTRIEURE,24,38
4609982,DIV.1031,LA RATIFICATION DU TRAITÉ DE COMMERCE FRANCO-TURC,40,63
4609982,DIV.1036,Publicité,37,89
4609982,DIV.1043,Le Dr N.-G. PAYOT au service de la beauté : CELLES QUI DOIVENT EMPLOYER LES FONDS DE TEINT,541,827
4609982,DIV.1067,Aujourd'hui 1re étape Paris-Lille : 258 kilomètres FAISONS CONFIANCE A NOTRE ÉQUIPE par RAYMOND HUTTIER,546,818
4609982,DIV.1086,95 COUREURS A L'ASSAUT DE LA GLOIRE,304,946
4609982,DIV.1103,"AUJOURD'HUI, 1re ÉTAPE : PARIS-LILLE",210,233
4609982,DIV.1112,LE COUREUR BUTTAFOCHI EST MORT HIER,87,141
4609982,DIV.1117,NOUVELLES DE L'AVIATION,34,68
4609982,DIV.1122,CONCOURS TOUR DE FRANCE 1937,696,983
4609982,DIV.1159,LE TOURNOI DE TENNIS DE WIMBLEDON : Pétra-Boussus battus Mais Mme Mathieu triomphe,430,909
4609982,DIV.1176,PETITES NOUVLLES,32,57
4609982,DIV.1181,Pour venger la mort de son frère un jeune homme avait assassiné le médecin qui avait soigné le malade : Il a comparu hier devant les assises de la Seine.,518,804
4609982,DIV.1198,Collision entre une automobile et un autocar : Deux tués. deux blessés graves,70,128
4609982,DIV.1205,Crue de la Garonne,61,97
4609982,DIV.1211,Publicité,11,23
4609982,DIV.1218,Publicité,523,634
4609982,DIV.1235,Publicité,39,63
4609982,DIV.1240,M. PAUL ELBEL DEVIENT PRÉSIDENT DU GROUPE RADICAL SOCIALISTE,79,136
4609982,DIV.1255,DIV.1255,31,61
4609982,DIV.1258,DIV.1258,21,36
4609982,DIV.1263,DIV.1263,12,28
4609982,DIV.1268,DIV.1268,19,46
4609982,DIV.1271,DIV.1271,19,44
4609982,DIV.1275,FILLE DE CAMARGUE 1 Grand roman d'amour et de mystère PAR C.-A. GONNET : PREMIÈRE PARTIE,1190,1861
4609982,DIV.1325,DIV.1325,129,223
4609982,DIV.1338,DIV.1338,176,414
4609982,DIV.1353,HIER INAUGURATION DU PAVILLON DU TOURISME,522,843
4609982,DIV.1375,Les hôteliers préparent le lock-out du 3 juillet,377,542
4609982,DIV.1398,COURSES DE LEVRIERS Réunion du mardi 29 juin 1937 : CYNODROME DE COURBEVOIE,465,1006
4609982,DIV.1419,LA LOI DE LA PEGRE par JACQUES CÉZEMBRE,1274,1810
4609982,DIV.1455,Trois fillettes assassinées aux États-Unis ARRESTATION DE L'AUTEUR PRÉSUMÉ (De notre correspondant particulier),201,337
4609982,DIV.1466,"VERS L'IDENTIFICATION DE "" MINOS, EAQUE ET RHADAMANTE """,80,136
4609982,DIV.1472,UN DÉSODORISANT NOUVEAU... EFFICACE MAIS INOFFENSIF,92,163
4609982,DIV.1479,Publicité,86,185
4609982,DIV.1494,CONDAMNATION A MORT DE LESLIE STONE MEURTRIER DE RUBY KEEN,114,178
4609982,DIV.1500,LE TOURNOI INTERNATIONAL D'ÉCHECS DE KEMERY,155,252
4609982,DIV.1509,Publicité,278,510
4609982,DIV.1529,LES PREMIERES : THEATRE DE L'OPERA. — « Alexandre le Grand ». ballet de M. Serge Lifar. Musique de M. Philippe Gauhert.,433,679
4609982,DIV.1539,LES CONCOURS DU CONSERVATOIRE,218,354
4609982,DIV.1554,POURQUOI M. EDOUARD BOURDET N'A PAS SIÉGÉ DANS LE JURY,240,367
4609982,DIV.1564,Les concurrents d'aujourd'hui,285,603
4609982,DIV.1571,""" DEUX HEURES A L'ŒUVRE """,280,428
4609982,DIV.1581,Ce soir,47,88
4609982,DIV.1586,DIV.1586,271,505
4609982,DIV.1601,DIV.1601,48,78
4609982,DIV.1609,DIV.1609,61,162
4609982,DIV.1630,PETITES NOUVELLES,47,68
4609982,DIV.1638,DIV.1638,26,38
4609982,DIV.1645,DIV.1645,55,129
4609982,DIV.1657,DU STUDIO A L'ECRAN,60,86
4609982,DIV.1672,En matinée :,26,55
4609982,DIV.1677,En soirée :,755,2043
4609982,DIV.1721,Publicité,143,283
4609982,DIV.1734,LES ÉMISSIONS LES PLUS IMPORTANTES DE DEMAIN,66,142
4609982,DIV.1744,LES PRINCIPALES ÈMISSIONS DE LA JOURNÉE,656,1396
4609982,DIV.1799,MAISONS-LAFFITTE : Résultats du mardi 29 juin,2119,2837
4609982,DIV.1870,"LE TREMBLAY : AUJOURD'HUI, A 14 HEURES NOS PREVISIONS",76,225
4609982,DIV.1881,Publicité,660,1135
4609982,DIV.1899,Annonces,21,38
4609982,DIV.1902,HALLES CENTRALES DE PARIS,708,1530
4609982,DIV.1919,MARCHE AUX BESTIAUX DE LA VILLETTE,40,98
4609982,DIV.1924,Publicité,46,109
4609982,DIV.1935,DIV.1935,10,33
4609982,DIV.1939,LE DIEU NOIR 49 Roman de mystère et d'exotisme PAR JOHN G. BRANDON,1139,1675
