fascicule,article_id,title,n_words,n_tokens
4109000,DIV.35,DIV.35,14,32
4109000,DIV.41,Les Sons-Secrétaires d'Etat,36,77
4109000,DIV.52,"Bulletin Politique : Toulouse, le 30 Décembre",649,960
4109000,DIV.81,Informations,328,480
4109000,DIV.97,Les Avantages de la République,646,925
4109000,DIV.110,UN SCANDALE,51,84
4109000,DIV.115,PATRIOTISME DES BONAPARTISTES,104,161
4109000,DIV.126,A Paris,124,182
4109000,DIV.133,En Province,362,576
4109000,DIV.148,Étranger,54,76
4109000,DIV.156,NOTRE PRIME GRATUITE,425,720
4109000,DIV.177,L'ASSISTANCE DÉMOCRATIQUE,1099,1630
4109000,DIV.222,GRAND THEATRE (salle du Cirque),33,75
4109000,DIV.233,THÉATRE DES VARIÉTÉS,171,406
4109000,DIV.249,Annonces,57,87
4109000,DIV.256,INTÉRIEUR,467,689
4109000,DIV.287,EXTÉRIEUR,92,156
4109000,DIV.301,LA MAISON VIDE Par JULES CLARETIE,2251,3367
4109000,DIV.357,Courrier de Paris : (Correspondance particulière de la DÉPÊCHE),1212,1785
4109000,DIV.394,CORRESPONDANCE TÉLÉGRAPHIQUE : Service particulier de la « DÉPÊCHE »,428,663
4109000,DIV.422,Bourse de Toulouse du 30 Déc,282,430
4109000,DIV.432,BOURSE DE PARIS du 29 décembre,597,699
4109000,DIV.443,Annonces,384,587
4109000,DIV.464,DIV.464,10,20
4109000,DIV.469,DIV.469,1341,2787
4109000,DIV.585,DIV.585,309,484
4109000,DIV.593,DIV.593,22,46
4109000,DIV.598,DIV.598,897,1564
4109000,DIV.634,DIV.634,30,57
4109000,DIV.639,DIV.639,986,1683
4109676,DIV.28,"Les Incarnations de 1 Goblet : TOULOUSE, 1er JUILLET 1882",714,1136
4109676,DIV.63,LA RÉFORME JUDICIAIRE,389,551
4109676,DIV.78,LE BUDGET DE 1883,172,249
4109676,DIV.89,LA RÉORGANISATION DE LA TUNISIE,133,198
4109676,DIV.97,LA TRAITE DES ESCLAVES,103,145
4109676,DIV.107,Les Bataillons scolaires,84,117
4109676,DIV.115,Arrestation d'un Employé,66,87
4109676,DIV.122,Le Rapport général du Budget,24,33
4109676,DIV.127,La Direction du « Gaulois »,19,34
4109676,DIV.132,Les Projets de Décentralisation,57,85
4109676,DIV.139,Conseil Supérieur de la Guerre,39,59
4109676,DIV.145,Mer intérieure en Tunisie,52,72
4109676,DIV.152,Circulaire du Ministre de la Justice,49,71
4109676,DIV.157,La Statue de Rabelais,29,45
4109676,DIV.162,NOUVELLES DIVERSES,142,233
4109676,DIV.174,LES ÉVÉNEMENTS D'ÉGYPTE,371,570
4109676,DIV.197,LA CONFÉRENCE,250,371
4109676,DIV.215,Les Journaux du Matin,145,214
4109676,DIV.227,Les Journaux du Soir,250,374
4109676,DIV.244,RUSSIE,27,44
4109676,DIV.251,ANGLETERRE,214,318
4109676,DIV.261,ITALIE,69,120
4109676,DIV.270,LES CRIMES DE L'AMOUR PAR M. L. GAGNEUR : PREMIERE PARTIE,956,1492
4109676,DIV.322,PETITES NOUVELLES,533,847
4109676,DIV.346,UNE FEMME BRULÉE VIVE,383,556
4109676,DIV.362,Manœuvres de la 67e Brigade.,1819,2863
4109676,DIV.439,HAUTE-GARONNE,29,59
4109676,DIV.444,HAUTES-PYRÉNÉES,50,91
4109676,DIV.452,TARN,120,183
4109676,DIV.458,TRIBUNE DU TRAVAIL,394,617
4109676,DIV.482,DERNIÈRE HEURE : Service télégraphique spécial de la DÉPÊCHE.,93,153
4109676,DIV.490,Annonces,152,273
4109676,DIV.501,BOURSE DE TOULOUSE DU 30 JUIN,735,907
4109676,DIV.515,BOURSE DE PARIS Du 30 Juin,40,113
4109676,DIV.527,DIEU DISPOSE PAR ALEXANDRE DUMAS,989,1447
4109676,DIV.567,BULLETIN FINANCIER,139,296
4109676,DIV.576,MARCHE DE TOULOUSE Du 30 Juin,873,957
4109676,DIV.590,Annonces,299,627
4109676,DIV.603,Publicité,75,174
4109676,DIV.613,Annonces,193,402
4109676,DIV.630,SPECTACLES DU 1 JUILLET,32,81
4109676,DIV.636,Publicité,11,34
4109676,DIV.640,Publicité,34,113
4109676,DIV.647,Annonces,165,340
4109676,DIV.670,Publicité,68,169
4109676,DIV.681,Annonces,97,174
4109676,DIV.691,Publicité,107,216
4109676,DIV.701,Annonces,149,304
4109676,DIV.706,Publicité,60,153
4109676,DIV.717,Annonces,30,48
4109676,DIV.721,Publicité,224,449
4109676,DIV.738,Heures des Départs et des Arrivées des Trains des Chemins de fer du Midi et d'Orléans (Service d'été),1439,2254
4112815,DIV.32,Annonces,26,55
4112815,DIV.41,LA JOURNÉE DE HUIT HEURES,1586,2256
4112815,DIV.72,Annonces,10,21
4112815,DIV.76,Ouvriers et Capitalistes,618,891
4112815,DIV.93,M. CARNOT DÉCORÉ PAR LE TZAR,609,870
4112815,DIV.104,La Succession du prince Jérôme,210,276
4112815,DIV.111,LE 1er MAI,81,118
4112815,DIV.118,Les Vins platrés,86,132
4112815,DIV.124,LE VOYAGE PRÉSIDENTIEL,103,181
4112815,DIV.132,CONGRÈS INTERNATIONAL DES MINEURS,722,1085
4112815,DIV.156,Le Transport l' « Annamite»,82,137
4112815,DIV.162,Le Tzarewitch à Saïgon,44,79
4112815,DIV.170,L'Assassinat du ministre Beltcheff,173,263
4112815,DIV.180,LES GRÈVES,245,408
4112815,DIV.196,LA NEIGE,22,38
4112815,DIV.205,Forêts incendiées,36,67
4112815,DIV.211,L'Influenza,35,69
4112815,DIV.217,Broyés par un train,56,86
4112815,DIV.223,Terrible incendie,51,78
4112815,DIV.230,Un Crime,78,122
4112815,DIV.239,Petites Nouvelles,357,511
4112815,DIV.253,BELGIQUE,222,337
4112815,DIV.263,ITALIE,115,169
4112815,DIV.274,INDES ANGLAISES,94,166
4112815,DIV.281,RÉPUBLIQUE ARGENTINE,75,124
4112815,DIV.288,Bulletin météorologique,200,332
4112815,DIV.305,LE FIACRE N° 13 : PREMIÈRE PARTIE Abel et Berthe,2910,4317
4112815,DIV.447,LE PROCHAIN RECENSEMENT,530,756
4112815,DIV.473,LES CAUSSES DU QUERCY,246,394
4112815,DIV.485,DIV.485,846,1344
4112815,DIV.515,Courrier des Théâtres : « JUDAS MACHABÉE»,976,1601
4112815,DIV.537,Spectacles du 1er avril,78,170
4112815,DIV.549,AVEYRON,765,1216
4112815,DIV.574,CORRÈZE : Election de Sollhac,715,1215
4112815,DIV.605,LOZÈRE,43,82
4112815,DIV.611,LOT,352,725
4112815,DIV.626,GERS,500,792
4112815,DIV.647,HAUTES -PYRÉNÉES,716,1111
4112815,DIV.677,L'EMPRUNT DE 900 MILLIONS,187,326
4112815,DIV.687,Publicité,33,74
4112815,DIV.696,BOURSE DE TOULOUSE Du 31 mars,113,319
4112815,DIV.704,BOURSE DE PARIS Du 31 mars,1131,1714
4112815,DIV.723,BULLETIN FINANCIER,236,431
4112815,DIV.734,MARCHÉ DU HAVRE,250,642
4112815,DIV.747,MARCHE DE PARIS,73,194
4112815,DIV.756,MARCHÉ DE BORDEAUX,111,229
4112815,DIV.763,"ÉTAT CIVIL DE TOULOUSE : DÉCÈS DES 29, 30 ET 31 MARS",193,470
4112815,DIV.771,"OBSERVATIONS METEOROLOGIQUES DE M. BIANCHI A TOULOUSE : Altitude, 142 mètres. — Du 31 mars",66,160
4112815,DIV.782,OFFRES ET DEMANDES D'EMPLOIS,131,230
4112815,DIV.793,DIV.793,98,211
4112815,DIV.805,DIV.805,15,37
4112815,DIV.810,DIV.810,19,40
4112815,DIV.815,Annonces,3377,5206
4112815,DIV.892,DIV.892,27,93
4112815,DIV.902,DIV.902,38,76
4112815,DIV.909,DIV.909,23,47
4112815,DIV.915,Annonces,203,452
4112815,DIV.927,JEAN LOUP : TROISIÈME PARTIE Le Protecteur,1461,2177
4116651,DIV.31,L'enseignement primaire gratuit,792,1120
4116651,DIV.57,LA BELGIQUE .ET LE VATICAN,599,878
4116651,DIV.72,INFORMATIONS,352,532
4116651,DIV.90,SITUATION POLITIQUE,408,646
4116651,DIV.103,Service télégraphique : des correspondants particuliers de L'EUROPE,251,401
4116651,DIV.120,Service Havas et Reuter.,234,363
4116651,DIV.142,LA SEMAINE A L'ÉTRANGER,1635,2379
4116651,DIV.158,CORRESPONDANCES SPÉCIALES : Italie.,929,1371
4116651,DIV.180,Bourse de Bruxelles,256,480
4116651,DIV.195,DIV.195,887,1781
4116651,DIV.228,DIV.228,373,642
4116651,DIV.242,"Paris, 3 novembre.",216,229
4116651,DIV.254,DIV.254,133,218
4116651,DIV.265,"Berlin, 3 novembre.",40,99
4116651,DIV.273,"Dépêche télégraphique spéciale, après Bourse.",32,61
4116651,DIV.282,DIV.282,683,982
4116651,DIV.306,Renseignements.,222,373
4116651,DIV.316,Bourse,141,242
4116651,DIV.326,DIV.326,2586,3975
4116651,DIV.377,Programme des théâtres du 4 novembre 1879.,378,641
4116651,DIV.391,Extrait de la cote officielle de la Bourse de Bruxelles du 3 novembre,5844,6667
4116651,DIV.465,MARCHÉ D'ANVERS du 3 novembre. : Par dépêche télégraphique du cor- respondant de l'Europe.,515,896
4116651,DIV.484,MARCHÉS ÉTRANGERS. : (Par voie télégraphique.),313,836
4116651,DIV.501,DIV.501,4279,5474
4117053,DIV.30,LE CENTENAIRE DE YORKTOWN,953,1346
4117053,DIV.47,NOUVELLES MILITAIRES,370,524
4117053,DIV.56,CHRONIQUE PARISIENNE : En Carême?,1353,2022
4117053,DIV.75,Nouvelles parlementaires,257,386
4117053,DIV.88,LA QUESTION DU JOUR,448,638
4117053,DIV.103,NOUVELLES DU MONDE,85,147
4117053,DIV.108,INFORMATIONS,251,354
4117053,DIV.123,SITUATION POLITIQUE,624,906
4117053,DIV.138,Service télégraphique,415,645
4117053,DIV.168,Lettres de Paris,924,1342
4117053,DIV.186,Lettres d'Angleterre,722,1025
4117053,DIV.202,Lettres d'Autriche-Hongrie,874,1307
4117053,DIV.216,Lettres de Turquie,949,1394
4117053,DIV.236,Théâtres,93,164
4117053,DIV.246,LE SECRET D'OR PAR PARI SAUNIÈRE : PREMIÈRE PARTIE UN GENTILHOMME D'AVENTURE,1214,1811
4117053,DIV.340,Bourse de Bruxelles,1170,1865
4117053,DIV.375,Tramways Bruxellois.,94,214
4117053,DIV.384,La conversion des Annuités,517,820
4117053,DIV.406,Bourse de Paris : Par dépêche télégraphique du correspondant spécial de l'Europe.,423,694
4117053,DIV.426,ÉCHOS DE LA BOURSE DE PARIS,545,851
4117053,DIV.459,Bourse de Berlin : Par dépêche télégraphique spéciale du correspondant de l'Europe.,530,622
4117053,DIV.471,ÉCHOS DE LA BOURSE DE BERLIN,446,791
4117053,DIV.485,ÉCHOS DE LA BOURSE DE VIENNE,310,543
4117053,DIV.503,Memento des obligataires : TIRAGES. — Avril.,86,219
4117053,DIV.509,Memento des Actionnaires.,151,283
4117053,DIV.525,MARCHÉ D'ANVERS du 31 mars. : Par dépêche télégraphique du cor- respondant de l'Europe.,311,701
4117053,DIV.549,MARCHÉS ÉTRANGERS. Par voie télégraphique.,330,968
4117053,DIV.565,Extrait de la cote officielle de la Bourse de Paris du 30 Mars.,3387,4355
4117053,DIV.598,INDUSTRIE,240,400
4117053,DIV.606,Programmes du 1er avril,118,243
4117053,DIV.620,DIV.620,668,1152
4123163,DIV.39,Publicité,106,214
4123163,DIV.52,DIV.52,12,28
4123163,DIV.56,"ATTENTAT AU PLASCIT CONTRE L'AMBASSADE DE POLOGNE A 6 h. 15, ce matin, une violente explosion a endom- magé l'immeuble et les maisons voisines rue de Talleyrand : L'enquête s'orientera-t-elle vers les milieux d'émigrés fascistes qui mènent des campagnes d'excitation contre la République polonaise ?",1177,1825
4123163,DIV.100,AU THÉÂTRE FRANÇAIS,194,321
4123163,DIV.126,L'Inde reconnaît Mao Tsé Toung,41,71
4123163,DIV.131,27 DEGRÉS AU-DESSOUS DE 0 A MOSCOU,50,98
4123163,DIV.137,UN TRUST AMÉRICAIN VEUT NOUS METTRE AU RÉGIME COCACOLIQUE : Avec 1 milliard 1/2 de publicité COCA-COLA espère vendre en 1952 40 petites bouteilles à chaque Français,1125,1728
4123163,DIV.173,CASCADE DE SCRUTINS SUR LA CONFIANCE : l'esquif de M. Bidault risque de se retourner en les affrontant malgré les efforts faits hier pour consolider la majorité,691,1017
4123163,DIV.202,Les syndicats contre la hausse du métro,82,118
4123163,DIV.207,LA PREMIERE ELIMINATOIRE POUR LE CONCOURS DE MISS FRANCE A EU LIEU HIER,115,198
4123163,DIV.213,A L'ENTRÉE DE LA GARE DE CHALON-SUR-SAONE : Cinq wagons et le fourgon DU RAPIDE LYON-PARIS SORTENT DES RAILS : 3 voyageurs blessés,171,273
4123163,DIV.225,"Fils d' un ancien consul du Brésil à Biarritz : CARLOS DA SILVA RAMOS accusé d'avoir empoisonné sa femme EN LUI FAISANT ABSORBER UN SOMNIFÈRE au curare, proteste de son innocence",490,772
4123163,DIV.247,UN DEUXIEME DES QUADRUPLES DE BAPAUME EST MORT HIER,46,93
4123163,DIV.253,RENVERSÉ ET TUÉ PAR UN CAMION BOULEVARD BARBES,54,103
4123163,DIV.259,A SAINT-OUEN toute une famille ASPHYXIÉE par un poêle,89,156
4123163,DIV.267,DOUBLE ASPHYXIE MORTELLE A ISSY-LES-MOULINEAUX,43,96
4123163,DIV.272,Publicité,136,310
4123163,DIV.305,Le Grain de Sel d'ANDRÉ WURMSER : PRIÈRE A DIEU pour n'être pas fritabriluxifié,681,1071
4123163,DIV.320,L'HOMMAGE A ANDRE SAUGER a été également une protestation contre l'attitude du gouvernement,333,543
4123163,DIV.331,DIV.331,49,91
4123163,DIV.337,FRICASSEE DE PIEDS DE VEAU,109,206
4123163,DIV.342,VOYAGES D'HIVER DE TOURISME ET TRAVAIL à des prix abordables,271,497
4123163,DIV.363,PROBLEME N° 25,145,288
4123163,DIV.372,SOLUTION N° 24,84,191
4123163,DIV.379,Un qui n'aime pas le coca-cola,68,97
4123163,DIV.390,VENDREDI 30 DECEMBRE,105,249
4123163,DIV.397,SAMEDI 31 DECEMBRE,164,340
4123163,DIV.408,Publicité,135,350
4123163,DIV.430,DIV.430,37,50
4123163,DIV.436,OU ALLER AUJOURD'HUI ?,325,813
4123163,DIV.465,Music-Halls,150,369
4123163,DIV.489,FILMS FRANÇAIS,89,247
4123163,DIV.509,FILMS EN VERSION ORIGINALE,321,740
4123163,DIV.569,KNOCK-OUT : LE GRAND ROMAN DE LA BOXE AUX U.S.A. par BUDD SCHULBERG (traduit par J. PERIER),1503,2099
4123163,DIV.608,Publicité,30,72
4123163,DIV.618,DIV.618,78,102
4123163,DIV.624,LA RÉPUBLIQUE POPULAIRE DE ROUMANIE A DEUX ANS,611,920
4123163,DIV.640,A TOKIO le spécialiste n° 1 de la guerre des microbes disparaît brusquement,91,147
4123163,DIV.645,Les U.S.A. envoient en renfort un porte-avions et deux contre-torpilleurs en Extrême-Orient,386,569
4123163,DIV.659,Annonces,39,76
4123163,DIV.663,Publicité,34,83
4123163,DIV.681,Publicité,58,158
4123163,DIV.698,"VERMANDÉ S'EST mis au garde-à-vous devant le ""fantôme"" de sa victime Aucun doute ne subsiste sur sa culpabilité",468,733
4123163,DIV.720,Les lock-out se multiplient : A ANGERS DEBRAYAGE GÉNÉRAL DE PROTESTATION Assemblée générale chez Latil à Suresnes,348,567
4123163,DIV.734,UN PIED HUMAIN dans une locomotive en gare de Calais,94,139
4123163,DIV.741,"Verdict aujourd'hui pour Paul Farge, l'un des juges sanglants du Tribunal d'Etat",147,217
4123163,DIV.750,LES ACTIONS OUVRIÈRES contre la guerre se multiplient à travers la France,372,549
4123163,DIV.764,"LE MANCHOT DE LAIGLE A ÉTÉ ASSASSINÉ A COUPS DE PIERRE DE BOUTEILLE, DE MARTEAU DE HACHE ET DE COUTEAU",140,238
4123163,DIV.771,Publicité,19,50
4123163,DIV.777,"Des vendeurs ""bazardaient"" (pour leur propre compte) tout le Bazar de l'Hôtel-de- Ville",268,451
4123163,DIV.794,ON POURRA (peut-être) UTILISER LA STREPTOMYCINE contre la tuberculose non pulmonaire,106,172
4123163,DIV.802,DES SAVANTS ANGLAIS recherchent un spécimen de poissons dont l'espèce vivait il y a plusieurs millions d'années,100,153
4123163,DIV.810,QUATRE PRETRES se noient dans un lac aux Etats-Unis,86,127
4123163,DIV.818,DIV.818,36,111
4123163,DIV.824,DIV.824,28,73
4123163,DIV.829,DIV.829,27,70
4123163,DIV.834,DIV.834,15,27
4123163,DIV.839,DIV.839,80,209
4123163,DIV.862,DIV.862,201,382
4123163,DIV.878,Quatrevingt-treize : Dessins d'André GALLAND d'après le chef d'œuvre de VICTOR HUGO,253,416
4123163,DIV.904,GUIDE de L'ACHETEUR PETITS COMMERCANTS ARTISANS-INDUSTRIELS,132,317
4123163,DIV.925,DIV.925,96,273
4123163,DIV.932,DIV.932,207,498
4123163,DIV.972,DIV.972,130,325
4123163,DIV.982,DIV.982,288,408
4123163,DIV.995,DIV.995,263,638
4123163,DIV.1028,Un seul remède contre le jeu dur : SÉVIR SANS FAIBLESSE nous déclare M. SLAVIK de la Commission des arbitres,412,613
4123163,DIV.1048,"A BARÉGES, EN SKI : BOUCHER, 1er vainqueur",224,371
4123163,DIV.1060,"Puisque VILLEMAIN et DAUTHUILLE s'en désintéressent JEAN STOCK ou, KRAWCZYK doivent prendre LE TITRE FRANÇAIS DES MOYENS",543,906
4123163,DIV.1095,LANDAIS a marqué pour les Landes,123,192
4123163,DIV.1102,Les espoirs tricolores qui se sont fait la main sur Bizerte rencontrent dimanche la Tunisie,101,161
4123163,DIV.1109,"Relégué en 2e Division, puis ""récupéré"" BIHEL peut être le sauveur de STRASBOURG ...et le prochain avant centre national",467,716
4123163,DIV.1130,KLINGE bat le record d'Europe du 100 mètres brasse,107,202
4123163,DIV.1138,DRIBBLES,121,224
4123163,DIV.1147,ASSAUTS DE TENNIS dans le Temple du cyclisme ENTRE... 4 AMÉRICAINS,458,643
4123163,DIV.1175,"DEUX ROBIC DANS LE ""TOUR"" et le Championnat de France derrière "" Derny "" !",440,665
4123163,DIV.1199,Le bagarreur SAID « cherchera » l'habile NOUHAUD,96,192
4123163,DIV.1206,DIV.1206,137,276
4123163,DIV.1214,DEM. D'EMPLOI 50 fr.,44,111
4123163,DIV.1222,OFFRES D'EMPL. 275 fr.,188,507
4123163,DIV.1240,OCCAS. DIVERS. 350 fr.,87,234
4123163,DIV.1247,ECHANGE 350 fr.,79,206
4123163,DIV.1255,APPARTEMENTS 350 fr.,93,251
4123163,DIV.1264,PROPRIETES 350 fr.,135,374
4123163,DIV.1275,LOC. COMMER. 350 fr.,334,832
4123163,DIV.1286,CAPITAUX 500 fr.,16,42
4123163,DIV.1291,PERD. ET TROU. 350 fr.,20,57
4123163,DIV.1296,DIVERS 350 fr.,51,127
4123163,DIV.1301,Publicité,19,38
4123163,DIV.1310,"Ce soir vous aide à trouver du travail : Nous publions ici, chause jour, gratuitement la liste des emplois offerts par les bureaux officiels de la main d'œuvre EMPLOIS DISPONIBLES",593,1422
4133627,DIV.35,DIV.35,13,20
4133627,DIV.41,Publicité,123,195
4133627,DIV.48,"ULTIMES NEGOCIATIONS DE PETSCHE qui répond ce soir : SON PROGRAMME : ❶ SALAIRES Pas d'échelle mobile ; ❷ 10 milliards pour les écoles privées ; ❸ ""Réforme"" immédiate de la Sécurité Sociale et des entreprises nationalisées",848,1347
4133627,DIV.92,Aujourd'hui à 18 h. 45 devant le CAFÉ DU CROISSANT : LES PARISIENS COMMÉMORENT LE 37e ANNIVERSAIRE DE L'ASSASSINAT DE JAURÈS,120,236
4133627,DIV.100,LE COFFRE-FORT de la pension Roussel n'a pas livré son secret ...aux cambrioleurs,85,141
4133627,DIV.111,"Depuis trois jours, une boîte de fruits confits transforme Georges GUETARY en héros",304,470
4133627,DIV.128,Dernière minute : LE M.R.P. MAINTIENT SES POSITIONS,95,145
4133627,DIV.136,"BERLIN : Au Festival mondial de la Jeunesse, la 1re délé- gation française est ar-rivée la nuit dernière : (DE NOTRE ENVOYE SPECIAL RAYMOND LAVIGNE.)",791,1191
4133627,DIV.162,EXPULSÉS IL Y A CINQ MOIS DE LEUR CHAMBRE D'HOTEL : Les Van Meenen et leur enfant (17 mois) ont trouvé pour seul refuge un déversoir de détritus au bord du canal St-Martin,850,1258
4133627,DIV.189,"IG LA PIEUVRE ANILINE LE GRAND COMPLOT GERMANO-AMÉRICAIN RACONTÉ PAR MICHEL ROUZÉ : Contre le blocus, Lüdendorff fait appel aux sorciers du goudron de houille ILS LUI DONNENT DU CAOUTCHOUC DES EXPLOSIFS ET DE L'YPÉRITE 2 ARTICLE",1588,2505
4133627,DIV.235,"DE KAESONG, NOTRE ENVOYÉ SPÉCIAL WILFRED BURCHETT NOUS CÂBLE : Les Américains ne veulent plus reconnaître le 38e parallèle COMME LIGNE DE DÉMARCATION",634,918
4133627,DIV.252,DIV.252,12,26
4133627,DIV.258,Entre son domicile et le Palais de Justice : LE GREFFIER DU TRIBUNAL DE DOUAI DISPARAIT AVEC 6 MILLIONS,107,180
4133627,DIV.266,LE GOUVERNEUR BAODAISTE DU SUD VIETNAM TUÉ A LA GRENADE AU SUD-EST DE SAIGON,127,199
4133627,DIV.274,UN NIMOIS AVEUGLE ET SOURD-MUET passe brillamment la seconde partie du « bac »,80,139
4133627,DIV.282,30° HIER A PARIS... et 25° (seulement) A NICE,80,146
4133627,DIV.294,PROBLEME N° 516,129,258
4133627,DIV.301,SOLUTION N° 515,81,192
4133627,DIV.308,DIV.308,63,95
4133627,DIV.311,GREGORY PECK S'EVANOUIT SOUS LES SUNLIGHTS,53,87
4133627,DIV.319,DES GRANDS BOULEVARDS AU BORDS DU TCHAD,539,896
4133627,DIV.331,Jacques Lévi-Alvarès est mort,52,70
4133627,DIV.336,Publicité,56,159
4133627,DIV.351,EN PLEIN ESSOR TECHNIQUE ET ARTISTIQUE le cinéma chinois PUISE SES SUJETS DANS L'ACTUALITÉ,896,1334
4133627,DIV.385,"DIMANCHE, AU THÉATRE DE VERDURE DES TUILERIES : ""CLAUDIE"" DE GEORGE SAND FÊTERA SON CENTENAIRE avec les artistes du Palais de Chaillot",444,642
4133627,DIV.401,DANY ROBIN est devenue Mme Robinson Crusoë,140,197
4133627,DIV.409,THEATRES,57,142
4133627,DIV.416,CINEMAS,566,1314
4133627,DIV.483,LES MOHIGANS DE PARIS : PAR ALEXANDRE DUMAS,2066,2971
4133627,DIV.541,"A SON RETOUR DE TÉHÉRAN : M. HARRIMAN se dé-clare satisfait de ""l'état d'esprit"" du gouver-nement britannique",494,728
4133627,DIV.559,Avec les allocations familiales de ses locataires et l'argent du terme Mme ADELINE concierge avenue d'Italie payait ses meubles,244,402
4133627,DIV.570,Publicité,30,41
4133627,DIV.584,"Le Q. G. américain : : ""AUCUN PROGRÈS AU COURS DE LA 15e RÉUNION""",454,677
4133627,DIV.606,Publicité,10,17
4133627,DIV.611,Des douilles de revolver vont-elles confondre Henry DEMON agresseur présumé de son épouse ?,134,224
4133627,DIV.619,L'affaire des bons d'Arras : Portie et Sciorrato transférés à Paris,104,178
4133627,DIV.625,Plus de mystère à Bourges LA MANNE CELESTE (une pluie de billets de mille) n'était que le produit d'un vol,143,231
4133627,DIV.632,D'ELLIS-ISLAND (où il était interné) FRANÇOIS ORSINI DIRIGEAIT UN GANG INTERNATIONAL DE TRAFIQUANTS,129,230
4133627,DIV.641,MARDI 31 JUILLET,227,438
4133627,DIV.657,MERCREDI 1er AOUT,100,230
4133627,DIV.672,A BERLIN CAPITALE DE LA JEUNESSE DU MONDE POUR LA PAIX,87,126
4133627,DIV.680,POUR ARRACHER HENRI MARTIN AU BAGNE : Des centaines de Parisiens sont partis en vacances porteurs de pétitions qu'ils feront signer réclamant la libération du marin de la Paix,331,472
4133627,DIV.690,"« Elle m'a mis en colère, alors j'ai frappé... » Telle fut l'oraison funèbre de l'ivrogne de Guebwiller",159,271
4133627,DIV.699,Georges Meyer le père criminel du 6e arrondissement était fou,71,122
4133627,DIV.709,"Aujourd'hui, à LONGCHAMP",75,247
4133627,DIV.721,Une petite Norvégienne de 13 ans survit à une chute de 40 mètres,72,112
4133627,DIV.728,Mme ROSENBERG ministre adjoint de la Guerre des U.S.A. A PARIS,58,90
4133627,DIV.734,"DEUX PROCÈS DE TRAHISON DEVANT LES JUGES MILITAIRES : UN ITALIEN, PLONGEUR, PROMU CONTROLEUR DES HOTELS RÉQUI-SITIONNÉS ALLEMANDS UN DÉNONCIATEUR DU S.D. DE VERSAILLES",345,591
4133627,DIV.748,Ses parents ne s'entendaient pas : Il se tire une balle dans la tête,101,140
4133627,DIV.755,Publicité,19,70
4133627,DIV.761,Publicité,25,70
4133627,DIV.777,1.400.000 SIGNATURES RECUEILLIES DANS LA SEINE pour la conclusion d'un Pacte de Paix,287,477
4133627,DIV.789,PORT-SAID.,20,31
4133627,DIV.794,"L'AFFAIRE DU CROS D'UTELLE : Le mystérieux jeune homme blond retrouvé, on en recherche maintenant un autre qui a disparu à bord... d'un pédalo",851,1324
4133627,DIV.820,Publicité,33,89
4133627,DIV.835,"NOTRE CONCOURS : J'ai parlé à l'un de ceux qui n'en savaient rien : Notre dernier gagnant est, au- jourd'hui, M. Le Baud, 14, rue de Fécamp (12e). Au volant de mon taxi",683,985
4133627,DIV.865,"Comment l'AURORE "" informe"" ses lecteurs",967,1404
4133627,DIV.886,M. Georges BOUSSENOT : VICE-PRÉSIDENT DU GROUPE DU RASSEMBLEMENT DES GAUCHES A L'ASSEMBLÉE DE L'UNION FRANÇAISE,512,795
4133627,DIV.912,"Après la mode ""sage"" PARLONS UN PEU DE la mode ""folle""",800,1324
4133627,DIV.959,BEAUTÉ en VACANCES,531,884
4133627,DIV.975,Publicité,31,65
4133627,DIV.987,DEM. D'EMPLOI 50 fr.,43,100
4133627,DIV.994,OFFRES D'EMPL. 275 fr.,128,325
4133627,DIV.1008,PERD. ET TROU. 350 fr.,34,75
4133627,DIV.1013,GARDE D'ENF. 150 fr.,51,127
4133627,DIV.1020,AUTOS 350 fr.,28,79
4133627,DIV.1027,APPARTEMENTS 350 fr.,74,221
4133627,DIV.1035,FONDS DE COM. 350 fr.,355,971
4133627,DIV.1055,PROPRIETES 350 fr.,168,438
4133627,DIV.1075,DIV.1075,215,642
4133627,DIV.1092,"Ce soir vous aide à trouver du travail : Nous publions ici, chaque jour, gratuitement la liste des emplois offerts par les bureaux officiels de la main-d'œuvre EMPLOIS DISPONIBLES",361,805
4133627,DIV.1142,L'expérience belge a réussi : : IL FAUT FAIRE UN PLUS LARGE APPEL AUX JEUNES,689,1018
4133627,DIV.1174,Les athlètes de la F.S.C.T. sont partis pour Berlin,232,358
4133627,DIV.1187,EN BREF,158,283
4133627,DIV.1197,"Les « 2 B », SENFFTLEBEN MATTÉOLI et BÉTHERY : «Tricolores» de base pour Varèse",296,472
4133627,DIV.1210,FAUSTO COPPI compte courir le Tour en 1952,98,135
4133627,DIV.1217,UNE... DEUX...,43,67
4133627,DIV.1223,REVERS...,26,49
4133627,DIV.1228,Avec son maillot Jaune sur le dos : HUGO KOBLET a entamé sa tournée des vélodromes SANS SONGER AU RECORD DE L'HEURE,659,1209
4133627,DIV.1258,"Ceux qui ont laissé un ""nom"" dans le Tour 51... : De ADAM JUSQUA ZAAF",662,1088
4133627,DIV.1298,"LA TEMPÉRATURE (7e) N'A PAS TROP GÊNÉ LES "" HOMMES-ORCHESTRE "" : HEINRICH a battu CLAUSEN ...et le record de France du Décathlon Les performances des deux records :",586,919
4133627,DIV.1321,FOULÉES,36,58
4133627,DIV.1327,2 absents du Tour ou Circuit de l'Ouest : KUBLER et VAN STEENBERGEN,78,125
